Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Urban_or_Rural_Area,Incident Reports,Environmental Impact,Public Transport Usage,Road condition,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather,Roadwork and Construction Activity,Cities
18903,30.05539373,1.104262083,62.56756893,96.67081745,Urban,1,87.806,65.77392853,Dry,65.11462865,97.1766694,108,Clear,No,Jeanerette
23383,51.7592884,1.366831915,79.81068612,100,Urban,2,96.766,52.90709043,Dry,71.562235,84.72531857,89,Fog,No,Chisholm
23928,59.57841187,1.277748594,82.57038013,100,Urban,3,97.856,29.52639745,Dry,84.84326851,63.02689688,88,Clear,No,Dansville
35384,45.41016396,1.5,100,100,Urban,0,120.768,66.97033719,Dry,98.99073781,67.03119236,105,Rain,No,Mather
7324,45.73413727,1.398476126,24.44827259,40.63119865,Urban,0,64.648,19.5115535,Dry,93.62531744,61.88653391,164,Clear,No,Santa Ynez
23394,40.17392186,1.27695745,70.78278626,100,Urban,1,96.788,52.42894793,Wet or damp,96.00291422,82.58593273,117,Fog,No,Stock Island
33821,39.89705775,1.5,100,100,Urban,3,117.642,60.10965166,Dry,87.23007452,53.11992435,91,Clear,No,Butler Beach
29422,43.16135551,1.5,100,100,Urban,2,108.844,78.93453686,Dry,73.77720937,82.68484774,106,Clear,No,Whiteville
40151,20.45327594,1.5,100,100,Urban,4,130.302,20.89599241,Dry,63.5014856,96.62003291,100,Fog,No,Crossett
16577,31.4030577,1.009719032,58.59344482,83.43670617,Urban,0,83.154,67.74183154,Dry,92.9069842,55.92851848,90,Clear,No,Le Claire
23049,35.65244118,1.093943459,67.10969633,100,Urban,0,96.098,54.02766695,Dry,89.84260997,90.68945837,99,Fog,No,Brisbane
21536,44.51559693,1.090540342,70.07709369,100,Urban,1,93.072,44.25218987,Wet or damp,85.26454299,80.84367104,109,Clear,No,Miami Heights
23687,43.8988933,1.213317957,83.49196217,100,Urban,1,97.374,51.05887513,Wet or damp,63.73286595,98.3339667,85,Clear,No,Lake Pocotopaug
32747,34.82013799,1.5,100,100,Urban,1,115.494,25.40784316,Wet or damp,98.8004852,98.25293572,120,Windy,No,Osage Beach
13317,43.47144348,1.026496407,34.58961285,65.36963981,Urban,1,76.634,55.19303069,Dry,92.71582984,77.64757019,202,Clear,No,Longbranch
16225,46.5073363,1.213248928,52.77413882,85.49287379,Urban,0,82.45,19.67411631,Dry,87.40555307,55.44121361,87,Clear,No,Leonardtown
27336,20,1.5,93.69269473,100,Urban,0,104.672,52.41930453,Snow,62.61631041,57.69336057,104,Overcast,No,Montoursville
55736,26.07857181,1.5,100,100,Urban,2,161.472,65.912411,Dry,69.16795192,66.33704401,101,Clear,No,Woodmore
25188,29.89031821,1.5,78.68698968,100,Urban,1,100.376,17.83741152,Dry,78.10660167,52.86985121,101,Overcast,No,Morgan's Point Resort
18208,29.93679193,1.05737581,51.00163682,87.66135558,Urban,0,86.416,10.76812214,Dry,94.28534894,79.17859715,105,Clear,Yes,Jenkintown
48827,26.26677848,1.5,100,100,Urban,3,147.654,58.75712506,Dry,87.03342928,53.50668498,90,Clear,No,Rock Hill
34375,42.45573413,1.5,100,100,Urban,0,118.75,73.74433773,Dry,87.26537031,92.05038939,105,Clear,No,Fabens
34896,35.51350025,1.5,100,100,Urban,1,119.792,66.27899174,Dry,81.25889608,54.42703227,106,Clear,No,Naguabo
27874,41.93375479,1.5,86.47625484,100,Urban,0,105.748,49.36571004,Dry,79.57346747,50.3075662,96,Clear,No,Country Lake Estates
41972,20,1.5,100,100,Urban,5,133.944,26.18847324,Dry,93.91273512,97.8586174,108,Overcast,Yes,East Palestine
7118,53.03373835,1.250873172,20.72945954,31.76205677,Urban,1,64.236,63.17881245,Dry,98.29797844,99.84068748,196,Clear,No,Grayson
24410,46.69876361,1.351364592,81.42863736,100,Urban,0,98.82,17.90916854,Dry,93.10431118,84.94816163,96,Fog,No,Lemoyne
18691,48.76611732,1.255656683,72.08795233,93.73797067,Urban,1,87.382,38.4626544,Dry,76.90815721,91.55781493,114,Overcast,No,Ocean Bluff-Brant Rock
36117,24.89886052,1.5,100,100,Urban,0,122.234,13.88249224,Dry,95.78245269,75.92460937,121,Clear,No,Childersburg
22885,54.93731487,1.072894105,74.12720761,100,Urban,2,95.77,39.05019883,Dry,98.67559309,52.33845479,95,Clear,No,Moses Lake North
22383,55.63577801,1.271697211,83.41728491,100,Urban,2,94.766,66.52428158,Dry,80.39883719,67.24745551,92,Clear,No,Elberton
22320,41.32628311,1.136475753,82.65399594,100,Urban,0,94.64,63.4905046,Dry,90.70641955,87.97461885,103,Clear,No,West Elmira
12980,42.94999819,1.384696369,48.13518003,62.15629639,Urban,2,75.96,46.5328041,Dry,73.84014652,92.60236112,191,Clear,No,Swartz
25855,44.74607172,1.5,90.95444678,100,Urban,0,101.71,71.60201581,Dry,87.92585224,89.49448134,127,Overcast,No,Valdese
13226,44.14049279,1.024187202,42.93689321,68.03798654,Urban,1,76.452,28.87241617,Dry,69.35812719,91.37222478,215,Clear,No,East Troy
39677,39.3652484,1.5,100,100,Urban,1,129.354,17.35605522,Wet or damp,82.01281899,66.45212625,102,Windy,No,Avalon
20011,33.72426733,1.368789642,59.08274783,100,Urban,0,90.022,32.51874149,Dry,67.20171591,94.40797139,96,Clear,No,Meadows Place
18187,29.22186591,1.030791825,51.66055499,95.85986266,Urban,1,86.374,27.13417235,Dry,69.29651167,72.02623913,97,Clear,No,Mount Plymouth
10097,45.20728938,1.340565811,23.76093482,51.23705046,Urban,0,70.194,63.78562087,Dry,70.10883435,62.18719348,192,Clear,No,Garwood
38297,26.4557943,1.5,100,100,Urban,3,126.594,25.03770855,Dry,83.37011104,51.85888635,91,Clear,No,Fort Pierce South
10852,43.69821283,1.343253206,34.44381777,51.58008882,Urban,0,71.704,35.60025588,Dry,78.40177522,86.28755006,200,Clear,No,Lillington
39676,46.36969867,1.5,100,100,Urban,4,129.352,27.33606543,Dry,93.80061736,69.81053204,114,Clear,No,Blanchester
14036,51.92121186,1.328102935,38.2611357,74.60265429,Urban,1,78.072,15.94215583,Dry,80.39203325,62.21470241,188,Clear,Yes,Crooked River Ranch
22992,50.83083253,1.027528732,69.34967034,100,Urban,1,95.984,43.18936272,Dry,94.93077301,53.98268367,93,Overcast,No,Tuscola
43210,28.88000437,1.5,100,100,Urban,0,136.42,26.48030406,Dry,85.88058017,64.65723841,87,Rain,Yes,Haleiwa
19880,65.72098426,1.395035278,57.29141363,100,Urban,0,89.76,71.78336923,Dry,87.75649366,88.11748516,109,Overcast,No,Hurstbourne
38377,40.25542084,1.5,100,100,Urban,4,126.754,69.99458911,Dry,77.33567891,71.73055723,100,Windy,No,Lake Worth
14127,54.14678784,1.002263444,48.72838852,71.12458443,Urban,0,78.254,20.42747099,Dry,63.72130303,76.05775045,201,Clear,No,Dilworth
25251,32.08797323,1.5,93.0473174,100,Urban,0,100.502,40.97999176,Dry,97.31018691,94.48499273,115,Overcast,No,Paradise Hills
46075,38.24901249,1.5,100,100,Urban,1,142.15,45.068891,Dry,70.57036777,93.9158199,101,Overcast,Yes,Añasco
12480,37.4482089,1.246493645,33.20674314,59.23040727,Urban,0,74.96,56.94917574,Dry,73.84687492,63.76278883,155,Clear,No,Adjuntas
36232,24.73295317,1.5,100,100,Urban,1,122.464,28.19970549,Dry,90.22238508,83.236534,84,Clear,No,Springhill
22353,50.39685729,1.396969298,76.28280273,100,Urban,2,94.706,24.26376785,Dry,82.82255717,66.60689909,94,Overcast,No,Gifford
28827,32.05692825,1.5,91.86875762,100,Urban,1,107.654,51.35463232,Dry,84.55137567,76.72185086,94,Clear,No,Silverthorne
19351,42.93120041,1.324456942,68.7376846,94.58950826,Urban,0,88.702,73.33077778,Dry,67.56540325,93.68458561,101,Clear,No,Pacheco
31910,50.74927742,1.5,100,100,Urban,2,113.82,30.125644,Dry,68.78993311,96.96821555,103,Clear,No,Nikiski
26844,35.09586918,1.5,92.67971239,100,Urban,2,103.688,58.46639114,Dry,78.45062142,79.3997409,99,Clear,No,Grant-Valkaria
16313,41.53019819,1.050373159,60.82242506,80.20425686,Urban,0,82.626,38.68451313,Dry,65.98466711,92.45056132,89,Clear,Yes,Boalsburg
14761,53.73454524,1.170439867,49.10095809,71.05131352,Urban,0,79.522,27.49764236,Dry,93.44068872,91.3079416,199,Windy,No,Mount Ephraim
26585,47.78575676,1.5,94.69562966,100,Urban,1,103.17,40.6867127,Wet or damp,76.30037822,71.71125846,114,Fog,No,West Pittston
25815,38.9755161,1.5,82.12407807,100,Urban,5,101.63,17.65132205,Dry,67.51454837,62.149265,91,Windy,No,Copperopolis
40510,39.32259896,1.5,100,100,Urban,2,131.02,62.89738959,Dry,87.60611599,73.6898385,112,Fog,No,Clarkdale
19348,50.23394151,1.239050896,74.35918091,100,Urban,2,88.696,35.25148306,Dry,63.71386949,86.57202234,97,Fog,Yes,Negaunee
17403,66.31452076,1.375555459,53.14772631,83.05372598,Urban,0,84.806,25.75275193,Dry,69.44897121,68.94703688,102,Clear,No,Forsyth
31566,33.64655412,1.5,96.59746541,100,Urban,1,113.132,70.94901258,Dry,78.78153909,75.50691982,97,Rain,No,Los Chaves
37851,26.0709043,1.5,100,100,Urban,3,125.702,52.74453768,Dry,69.55933701,77.25247473,105,Clear,No,Pittsboro
15011,34.80210813,1.135347268,45.55383777,77.45761738,Urban,0,80.022,18.66092692,Dry,78.52732552,86.31861368,94,Clear,No,Buckhead
15783,38.04340082,1.029531755,42.88104349,74.06990951,Urban,0,81.566,15.16556444,Dry,67.71589743,82.41277029,94,Clear,No,Rogersville
49257,41.72386434,1.5,100,100,Urban,0,148.514,66.45003122,Dry,63.09344843,80.25837453,100,Clear,No,Buckingham
36343,43.27745253,1.5,100,100,Urban,0,122.686,71.87794292,Dry,76.10171622,72.67479605,113,Clear,No,American Falls
43257,53.60501388,1.5,100,100,Urban,1,136.514,16.54450773,Dry,77.58807659,95.64474605,98,Overcast,No,Clarcona
14803,38.78460921,1.102906341,44.22703329,72.71026878,Urban,2,79.606,23.75112518,Dry,93.96502969,71.49288885,199,Clear,No,Olympia Fields
28042,20,1.5,90.3799632,100,Urban,4,106.084,58.06089215,Wet or damp,85.49220179,63.18829076,116,Overcast,No,Lorane
35058,38.75629619,1.5,100,100,Urban,1,120.116,39.87566573,Dry,95.24477027,54.25641093,125,Fog,No,Watseka
11500,52.52618983,1.253183868,43.84223631,61.47644273,Urban,2,73,53.69250196,Dry,60.59032229,54.22742636,196,Clear,No,Ashville
33911,34.41016147,1.5,100,100,Urban,0,117.822,13.55911749,Dry,63.48670826,84.58431825,123,Overcast,No,Buhl
21905,58.48598835,1.36325004,68.5784295,100,Urban,0,93.81,20.38352237,Dry,98.9934623,79.4088048,111,Clear,No,Oconto
30798,22.52580019,1.5,97.61311718,100,Urban,0,111.596,27.95078902,Wet or damp,79.32003531,89.80244634,96,Clear,Yes,Michigan Center
28725,20.633712,1.5,86.91067868,100,Urban,1,107.45,34.04859642,Dry,74.71384482,90.63459989,93,Clear,No,Blue Point
12444,51.8425096,1.036722626,44.70091171,59.39985832,Urban,0,74.888,59.55381471,Dry,64.10633532,56.38671562,207,Clear,No,Panther Valley
40421,24.49740729,1.5,100,100,Urban,1,130.842,42.60648296,Wet or damp,72.39900698,61.47042511,100,Clear,No,Weaverville
16344,35.23516203,1.176742201,62.93335188,83.31207062,Urban,0,82.688,50.06988047,Wet or damp,66.15316551,94.26414656,98,Rain,No,Barnwell
39824,23.56552775,1.5,100,100,Urban,2,129.648,51.80427272,Dry,99.36838871,83.60827095,108,Clear,No,Lake Montezuma
22530,26.341002,1.000038548,81.80301928,100,Urban,1,95.06,40.21385747,Dry,62.71570374,50.56369442,109,Overcast,No,Blackwood
8874,32.63557182,1.077677636,36.99558029,42.21255228,Urban,0,67.748,33.61480429,Dry,99.81855014,67.33244499,190,Clear,No,La Joya
22030,56.16275351,1.323300708,65.93234284,100,Urban,0,94.06,71.54460876,Dry,71.36382013,92.1893901,85,Clear,No,Kalaheo
52996,34.47669394,1.5,100,100,Urban,4,155.992,27.20805645,Dry,69.81683487,98.63647851,95,Clear,No,Wood Village
15712,57.3794931,1.074061823,54.78236563,82.8163401,Urban,0,81.424,78.20798906,Wet or damp,71.84864921,80.3752565,93,Clear,No,Randleman
31101,20.14568435,1.5,100,100,Urban,1,112.202,29.38544579,Wet or damp,73.73388703,53.32199932,84,Clear,No,Folkston
40303,37.11764257,1.5,100,100,Urban,2,130.606,76.48773944,Dry,89.05817706,86.23220169,88,Clear,No,Neptune City
25183,25.10231845,1.5,86.78975117,100,Urban,4,100.366,65.83923139,Wet or damp,95.35875455,92.45423625,100,Fog,No,Cornwall
37526,34.94745321,1.5,100,100,Urban,1,125.052,25.44282501,Dry,96.86524379,80.02468449,110,Clear,No,Belfair
27415,41.85332264,1.5,81.82399144,100,Urban,3,104.83,20.20782177,Wet or damp,68.62194406,59.25743616,106,Clear,No,Noyack
42707,24.7944846,1.5,100,100,Urban,2,135.414,45.01804698,Dry,86.53263617,87.17519671,115,Clear,No,South Tucson
14495,57.41878522,1.063129737,54.08599643,73.339794,Urban,0,78.99,41.48413492,Dry,97.15740044,87.57418249,195,Clear,No,South Greeley
47373,24.2659718,1.5,100,100,Urban,1,144.746,20.92433602,Dry,89.82904579,69.06787349,86,Windy,No,New Boston
56361,52.94629158,1.5,100,100,Urban,3,162.722,18.45499261,Wet or damp,88.68795271,95.28135326,104,Clear,No,Sauk Centre
28420,29.39604431,1.5,98.19600189,100,Urban,0,106.84,66.10432463,Wet or damp,72.98270326,99.62489046,94,Clear,No,Waimanalo Beach
16935,48.47567039,1.025828182,47.69835683,87.5967167,Urban,1,83.87,10.48242802,Dry,92.52289792,83.27784723,82,Clear,No,Pinardville
32693,42.21796685,1.5,100,100,Urban,1,115.386,19.53029796,Wet or damp,94.68746423,56.39117751,103,Windy,No,Big Pine Key
41135,46.41841911,1.5,100,100,Urban,1,132.27,41.43349535,Dry,72.53759435,65.84310783,98,Clear,No,Wapato
26840,27.18966263,1.5,97.5827809,100,Urban,1,103.68,17.7416,Dry,85.12083156,70.01680438,99,Clear,Yes,Coopertown
42202,33.65268356,1.5,100,100,Urban,1,134.404,59.61921352,Dry,82.48103053,68.64632118,99,Fog,No,East Petersburg
19000,45.58537321,1.272506564,72.93423777,98.27526517,Urban,3,88,41.26576412,Dry,86.41492713,78.63404583,112,Clear,No,Glen Head
21447,41.7956178,1.213039359,76.33459547,100,Urban,3,92.894,45.50320193,Dry,85.88085885,79.97243851,104,Clear,No,Holts Summit
13812,62.7130659,1.201023291,40.99442196,65.73151555,Urban,0,77.624,14.03997209,Dry,66.38053314,90.92741422,197,Clear,No,Moon Lake
37184,45.59531199,1.5,100,100,Urban,2,124.368,67.50286682,Dry,81.1907153,66.31198258,89,Clear,No,East Porterville
38235,30.09225594,1.5,100,100,Urban,2,126.47,15.47938681,Dry,82.75004483,90.81480644,104,Overcast,No,Camanche
24237,43.19004748,1.127783063,73.34478811,100,Urban,3,98.474,70.53247238,Dry,62.74137935,56.07240809,91,Fog,No,Lake Tansi
50094,58.96397817,1.5,100,100,Urban,2,150.188,77.30686597,Dry,92.32568456,72.3547334,103,Clear,No,Mullica Hill
15382,51.67753501,1.264326072,46.26395544,78.45446967,Urban,0,80.764,27.14410096,Dry,95.38621718,76.50041253,113,Rain,No,Heron Bay
24334,57.10638872,1.381360252,87.20268054,100,Urban,3,98.668,12.91339733,Dry,71.82377516,50.61634556,93,Rain,No,Floyds Knobs
15951,29.15041741,1.195234612,47.14003804,79.4009611,Urban,0,81.902,14.4511652,Dry,68.54274039,96.70283512,91,Rain,No,Shannon Hills
36101,34.28040702,1.5,100,100,Urban,3,122.202,53.81454521,Wet or damp,72.98863617,81.31547573,88,Clear,No,Ranlo
30308,24.19088431,1.5,94.6482137,100,Urban,1,110.616,77.50398434,Dry,68.05628502,94.74185674,97,Clear,No,Whiting
42595,26.33638648,1.5,100,100,Urban,3,135.19,47.75313632,Dry,70.90199562,59.23102325,115,Overcast,No,Newton Falls
25014,43.82340382,1.5,77.96669209,100,Urban,0,100.028,23.61996221,Dry,60.13910252,65.79152961,117,Clear,No,Clintonville
15293,40.70984743,1.070988322,54.47395371,76.36117672,Urban,1,80.586,33.89560458,Dry,81.62918872,74.94485145,96,Clear,No,Post
43778,47.83549479,1.5,100,100,Urban,1,137.556,17.72234746,Dry,83.72175629,53.60479676,105,Clear,No,Sellersville
26084,72.89974543,1.5,84.139038,100,Urban,1,102.168,48.75651352,Dry,69.81076968,57.51139899,74,Clear,Yes,Moxee
30900,25.87301621,1.5,93.11618256,100,Urban,3,111.8,56.5690731,Dry,78.88773185,87.39514158,103,Fog,No,Raeford
23471,56.08559994,1.117303971,74.34590009,100,Urban,2,96.942,62.51592127,Dry,78.70406631,84.4377063,107,Overcast,No,Nowthen
27207,39.95821501,1.5,93.00263308,100,Urban,2,104.414,34.49957424,Dry,66.68483321,60.70586514,80,Clear,No,Thiells
32934,56.38269648,1.5,100,100,Urban,3,115.868,17.59812933,Dry,85.47502908,92.56691102,105,Rain,No,West Reading
21292,51.00583586,1.033031269,61.31216487,100,Urban,0,92.584,21.99825297,Dry,67.88845015,75.46688794,90,Clear,No,Donora
18279,39.26978032,1.138741834,56.07930248,90.7274174,Urban,1,86.558,22.82805502,Dry,63.21093603,98.39063034,102,Clear,No,Mountain Lakes
34852,27.37150847,1.5,100,100,Urban,3,119.704,78.13237078,Dry,80.50412872,97.35798304,108,Clear,No,Jim Thorpe
37418,54.10995616,1.5,100,100,Urban,0,124.836,18.67005596,Dry,83.94956604,87.79112795,125,Clear,No,Horseshoe Bay
20966,66.48443669,1.091688471,62.72630432,100,Urban,1,91.932,61.5447356,Dry,98.49904567,89.59983195,88,Clear,No,Maeser
62636,36.69243087,1.5,100,100,Urban,4,175.272,57.33217995,Wet or damp,88.39797853,87.67431873,110,Overcast,No,Holly Ridge
64203,21.97763629,1.5,100,100,Urban,1,178.406,73.62178497,Dry,90.13230309,50.70937642,81,Fog,No,Diboll
58576,51.46138184,1.5,100,100,Urban,2,167.152,48.0199688,Dry,62.89324935,51.06932918,91,Rain,No,Evansdale
16475,61.40898818,1.152489183,54.23763754,78.52228522,Urban,0,82.95,52.23255267,Dry,84.3382161,79.51203831,90,Overcast,No,Paxtonia
32528,52.31261922,1.5,100,100,Urban,3,115.056,74.18413079,Wet or damp,67.39393785,85.94972942,97,Clear,No,Hearne
8541,55.65253183,1.112721353,30.38722442,39.64842467,Urban,1,67.082,32.74670882,Dry,64.62322278,64.83013823,208,Clear,No,Royal Pines
14973,45.00337256,1.389422906,49.47691184,77.91486881,Urban,0,79.946,62.61882936,Dry,86.12342199,84.85847821,197,Clear,No,Canastota
41526,37.4981977,1.5,100,100,Urban,1,133.052,73.87724353,Dry,79.90509474,72.84943871,101,Clear,No,Hummelstown
33281,48.29086832,1.5,100,100,Urban,1,116.562,58.8775382,Dry,77.80668352,57.99189323,100,Clear,No,Lake Panasoffkee
46299,44.03120402,1.5,100,100,Urban,4,142.598,30.39677137,Dry,86.15280525,50.47831645,91,Clear,No,Potosi
31457,41.07700203,1.5,100,100,Urban,1,112.914,41.38910132,Dry,67.01129222,95.33574392,102,Clear,No,Hartwell
53106,37.60291589,1.5,100,100,Urban,0,156.212,71.43977181,Wet or damp,93.81865911,68.87026627,84,Windy,No,Guerneville
35721,49.56202528,1.5,100,100,Urban,1,121.442,38.21901423,Dry,69.345977,66.99127775,106,Fog,No,Prospect
26630,20,1.5,82.62754289,100,Urban,2,103.26,25.75663451,Dry,70.56316959,86.90948781,104,Rain,No,Heritage Village
23500,49.87230328,1.001029193,72.05921585,100,Urban,1,97,52.97299894,Wet or damp,96.15186148,65.12310229,109,Clear,No,Dardanelle
34000,30.07657173,1.5,100,100,Urban,2,118,61.34080183,Dry,98.29592438,90.18320409,94,Clear,No,Seat Pleasant
31666,38.70972219,1.5,100,100,Urban,2,113.332,54.93283486,Wet or damp,66.6025218,50.72693071,101,Clear,No,Suquamish
22337,38.22877952,1.02661177,79.59834806,100,Urban,1,94.674,75.4049825,Dry,87.5394972,59.58990715,97,Clear,No,Bethel Manor
35060,64.07088145,1.5,100,100,Urban,5,120.12,43.18405921,Wet or damp,91.11931941,79.5720347,90,Fog,No,Hancock
17133,56.61162351,1.103161643,54.96170545,83.64119961,Urban,3,84.266,56.27154711,Wet or damp,70.70411399,87.40990452,114,Overcast,No,Cross Mountain
66958,40.22770211,1.5,100,100,Urban,1,183.916,76.42231318,Dry,82.23743688,89.13944452,105,Windy,No,West Wendover
60076,35.78581321,1.5,100,100,Urban,0,170.152,54.61853978,Dry,93.4844654,91.46388751,84,Overcast,No,Phoenix Lake
56511,43.91439193,1.5,100,100,Urban,0,163.022,20.53510594,Dry,70.85986277,79.28419403,108,Clear,No,Stone Park
39271,25.01196668,1.5,100,100,Urban,0,128.542,40.11419879,Dry,76.82299174,96.03850683,98,Clear,No,Menands
26407,25.00078645,1.5,81.3416679,100,Urban,4,102.814,20.51021616,Dry,94.69826473,82.48559386,105,Windy,No,Hawaiian Beaches
25665,26.85207644,1.5,81.68293575,100,Urban,5,101.33,52.2478656,Wet or damp,71.9317225,52.93800974,110,Overcast,No,Rio Bravo
31384,46.5834673,1.5,100,100,Urban,4,112.768,48.50545681,Wet or damp,71.55934289,69.78171505,84,Clear,No,Fox River Grove
24337,48.04897597,1.102079005,78.58355712,100,Urban,0,98.674,67.85232486,Dry,71.87978369,67.63184653,101,Clear,No,Buena
21274,20,1.339021889,68.16286371,100,Urban,0,92.548,56.3368422,Wet or damp,83.29602395,74.49364046,91,Clear,No,Landing
45405,40.07587153,1.5,100,100,Urban,3,140.81,14.27727194,Wet or damp,83.87609879,93.22594807,101,Clear,No,Josephine
27802,30.47065957,1.5,99.14936058,100,Urban,1,105.604,79.83945306,Dry,86.15808366,61.20966206,115,Clear,No,Hallsville
8449,46.51904809,1.326213557,34.38480704,44.98558181,Urban,0,66.898,23.33020757,Dry,72.57402996,58.63974672,217,Overcast,No,Mountain Grove
61041,48.85893716,1.5,100,100,Urban,0,172.082,72.87396363,Wet or damp,69.61038691,76.16376229,121,Rain,No,Taylor Creek
44971,24.4140802,1.5,100,100,Urban,0,139.942,34.67461403,Wet or damp,62.21182742,57.28107174,102,Clear,No,Hokes Bluff
19325,46.40290037,1.298288996,57.84237485,93.69022414,Urban,0,88.65,39.85209797,Wet or damp,95.78907579,79.83546101,90,Fog,No,Mosinee
36612,35.35458358,1.5,100,100,Urban,1,123.224,10.07270123,Dry,92.83052828,60.56139324,114,Clear,No,McGuire AFB
36036,42.59130443,1.5,100,100,Urban,2,122.072,47.56003346,Dry,70.29425491,70.80405987,101,Clear,No,China Grove
15690,27.29991591,1.019644955,57.071585,83.37172828,Urban,1,81.38,77.28004521,Wet or damp,76.30624597,69.36216059,111,Clear,No,Eldon
38145,37.90648189,1.5,100,100,Urban,0,126.29,52.31161726,Dry,63.08015711,56.80966598,92,Clear,No,Piney
13714,39.34755635,1.340448673,51.70993855,67.11788992,Urban,2,77.428,77.47187986,Wet or damp,90.83154708,55.73321394,213,Clear,No,Narberth
10587,50.16760282,1.217507631,31.64850712,54.15889591,Urban,0,71.174,20.3901059,Wet or damp,90.09648388,76.94192388,192,Clear,No,Mabank
26619,32.54333092,1.5,98.14934036,100,Urban,2,103.238,17.04526722,Dry,84.32180292,75.54217173,105,Windy,No,Edenton
37612,23.75188853,1.5,100,100,Urban,3,125.224,40.68197772,Dry,66.10184871,78.94945611,97,Clear,No,Beattystown
43513,25.52664736,1.5,100,100,Urban,3,137.026,47.47378713,Wet or damp,94.46705295,53.02165134,113,Overcast,No,New Lexington
20229,43.3416449,1.306725694,74.76620713,100,Urban,2,90.458,30.77827319,Dry,75.71251287,76.95172575,87,Clear,No,Millis-Clicquot
41070,39.33846548,1.5,100,100,Urban,1,132.14,57.63348991,Wet or damp,87.47193064,50.19983696,89,Clear,No,Ridge Manor
61554,26.37777316,1.5,100,100,Urban,1,173.108,36.91836526,Wet or damp,88.39491336,68.31233376,92,Clear,No,Wolverine Lake
27228,32.56901425,1.5,84.70566833,100,Urban,1,104.456,46.10333164,Wet or damp,84.39849375,64.95714761,88,Clear,Yes,Haughton
29798,25.25240404,1.5,100,100,Urban,1,109.596,31.63642127,Dry,74.50619403,88.16921362,91,Overcast,No,Viroqua
15322,51.98211291,1.125938213,50.2187004,81.09661082,Urban,1,80.644,37.08334611,Dry,99.06271008,70.35249548,100,Clear,No,Smith Mills
34362,32.880436,1.5,100,100,Urban,1,118.724,27.22860191,Dry,76.13777015,89.87025748,109,Clear,Yes,Broadmoor
23930,32.35095813,1.38332988,77.97878333,100,Urban,2,97.86,16.29658044,Dry,63.7012453,88.45102249,112,Clear,No,Brewerton
28243,46.36248316,1.5,100,100,Urban,1,106.486,64.87516497,Dry,64.98654377,96.59637131,97,Fog,No,Imbéry
32546,38.89491873,1.5,100,100,Urban,4,115.092,10.74594095,Wet or damp,94.81112557,62.26979129,98,Rain,No,Honesdale
40479,29.07293687,1.5,100,100,Urban,1,130.958,37.12737601,Wet or damp,65.39671039,95.43288552,96,Rain,No,Shallotte
8926,22.29106342,1.147479314,35.30707083,47.33786619,Urban,0,67.852,36.87258909,Dry,68.49746708,52.33120725,170,Clear,No,Fredericktown
31762,42.03304965,1.5,100,100,Urban,0,113.524,14.0717354,Dry,99.56856449,68.64746808,78,Overcast,No,Wahneta
47965,31.63875314,1.5,100,100,Urban,0,145.93,16.0929621,Dry,80.31376149,67.42055987,107,Clear,No,Lee Acres
17156,57.62995859,1.273579098,65.62279126,85.21780288,Urban,0,84.312,79.30630025,Dry,78.18311059,54.88058125,101,Clear,No,Peotone
14226,51.52068716,1.331590179,55.5476508,67.18356705,Urban,0,78.452,74.77021281,Wet or damp,90.82817617,51.94484361,185,Overcast,No,Shady Side
17319,46.19399573,1.081695487,63.56618158,83.23018555,Urban,1,84.638,46.42756212,Wet or damp,68.06842161,70.84700837,104,Fog,No,Loch Lomond
13089,55.39612658,1.143224208,53.05962495,69.34260777,Urban,1,76.178,31.61296092,Dry,97.57535245,72.17330778,200,Clear,No,North Plymouth
38965,25.49934404,1.5,100,100,Urban,5,127.93,34.38250819,Wet or damp,62.36755256,76.79074746,91,Clear,No,New Roads
37527,28.60489185,1.5,100,100,Urban,1,125.054,22.91481268,Dry,87.95702641,54.78839025,119,Clear,No,Charlotte Harbor
26601,20,1.5,94.10122776,100,Urban,0,103.202,71.37783403,Dry,93.98713599,54.3795077,112,Overcast,No,Selmer
18708,44.27982445,1.106847661,60.16504263,89.95078223,Urban,0,87.416,73.14492014,Dry,87.23173994,83.69620088,92,Overcast,No,Argo
28901,30.87606569,1.5,92.37256349,100,Urban,0,107.802,67.60678075,Wet or damp,69.5478826,65.6962971,96,Overcast,Yes,Barclay
38393,35.81869698,1.5,100,100,Urban,0,126.786,57.57408255,Dry,86.72575014,74.90408322,105,Clear,No,Oasis
8197,36.55061067,1.07374433,30.8885115,43.39586074,Urban,0,66.394,31.90559601,Wet or damp,70.29320318,63.93017899,194,Clear,No,Violet
33219,35.14013145,1.5,100,100,Urban,0,116.438,55.29707852,Dry,61.93671124,72.0940979,100,Clear,No,Tulia
48370,23.82449917,1.5,100,100,Urban,4,146.74,52.02870344,Dry,82.751759,81.07133557,105,Overcast,No,Level Green
47029,36.08071102,1.5,100,100,Urban,0,144.058,56.68162956,Dry,82.18906218,97.00040844,95,Clear,No,Soldotna
17083,40.62337742,1.161256763,61.18036472,84.34769232,Urban,0,84.166,16.14530764,Dry,84.86903641,98.63445067,114,Overcast,Yes,Falfurrias
