Accident_Index,year,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type,Cities
BS0008069,2024,Auto traffic signal,Roundabout,Slight,51.524301,Daylight,None,0.072451,1,2,Metropolitan Police,Dry,Roundabout,30,0.378472222,Urban,Fine no high winds,Motorcycle over 500cc,Topton
BS0008070,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.515514,Darkness - lights lit,None,0.008921,1,3,Metropolitan Police,Dry,Dual carriageway,40,0.784722222,Urban,Fine no high winds,Car,Macopin
BS0008071,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.519747,Darkness - lights lit,None,0.024243,1,1,Metropolitan Police,Dry,Single carriageway,30,0.724305556,Urban,Fine no high winds,Car,Wray
BS0008072,2024,Give way or uncontrolled,T or staggered junction,Slight,51.537999,Daylight,None,-0.001768,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,0.46875,Urban,Raining + high winds,Van - Goods 3.5 tonnes mgw or under,Aragon
BS0008073,2024,Stop sign,T or staggered junction,Slight,51.546725,Daylight,None,0.029479,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.381944444,Urban,Raining no high winds,Car,Apalachicola
BS0008074,2024,Give way or uncontrolled,T or staggered junction,Slight,51.538697,Daylight,None,0.004751,3,2,Metropolitan Police,Dry,Single carriageway,30,0.552777778,Urban,Fine no high winds,Car,Hooks
BS0008075,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.539052,Darkness - lights lit,None,0.067208,1,1,Metropolitan Police,Dry,Slip road,40,0.911111111,Urban,Fine no high winds,Car,Fox Lake Hills
BS0008076,2024,Auto traffic signal,Crossroads,Slight,51.536783,Daylight,None,0.021971,2,3,Metropolitan Police,Dry,Single carriageway,30,0.6125,Urban,Fine no high winds,Car,Parkside
BS0008077,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.546868,Darkness - lights lit,None,0.031649,1,1,Metropolitan Police,Dry,Single carriageway,30,0.931944444,Urban,Fine no high winds,Car,Gumlog
BS0008078,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.527062,Daylight,None,0.079064,1,3,Metropolitan Police,Dry,Dual carriageway,40,0.538194444,Urban,Fine no high winds,Car,New Llano
BS0008079,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.551294,Darkness - lights lit,None,0.061417,1,1,Metropolitan Police,Dry,Single carriageway,20,0.770833333,Urban,Fine no high winds,Car,East Bronson
BS0008080,2024,Give way or uncontrolled,T or staggered junction,Slight,51.518321,Daylight,None,0.013081,1,1,Metropolitan Police,Dry,Single carriageway,30,0.652777778,Urban,Fine no high winds,Car,Feasterville
BS0008081,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.525283,Daylight,None,0.016127,1,1,Metropolitan Police,Dry,Single carriageway,30,0.520833333,Urban,Fine no high winds,Car,Cosmopolis
BS0008082,2024,Give way or uncontrolled,Crossroads,Slight,51.523666,Darkness - lights lit,None,0.057429,1,2,Metropolitan Police,Dry,Single carriageway,30,0.977083333,Urban,Fine no high winds,Car,Palmview South
BS0008083,2024,Give way or uncontrolled,Private drive or entrance,Slight,51.508949,Daylight,None,0.019441,1,2,Metropolitan Police,Dry,Single carriageway,30,0.658333333,Urban,Fine no high winds,Car,Cibecue
BS0008084,2024,Auto traffic signal,Crossroads,Slight,51.54688,Darkness - lights lit,None,0.030928,2,2,Metropolitan Police,Dry,Single carriageway,30,0.861111111,Urban,Fine no high winds,Car,Tremont
BS0008085,2024,Give way or uncontrolled,T or staggered junction,Serious,51.537799,Daylight,None,0.041195,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.657638889,Urban,Raining no high winds,Car,Marist College
BS0008086,2024,Auto traffic signal,Roundabout,Slight,51.508055,Darkness - lights lit,None,0.070704,1,2,Metropolitan Police,Dry,Roundabout,30,0.813194444,Urban,Fine no high winds,Van - Goods 3.5 tonnes mgw or under,Gap
BS0008087,2024,Give way or uncontrolled,T or staggered junction,Slight,51.549605,Daylight,None,0.044897,1,2,Metropolitan Police,Dry,Single carriageway,30,0.510416667,Urban,Fine no high winds,Van - Goods 3.5 tonnes mgw or under,Black Canyon City
BS0008088,2024,Give way or uncontrolled,T or staggered junction,Slight,51.537129,Darkness - lights lit,None,0.012324,1,1,Metropolitan Police,Dry,Single carriageway,30,0.166666667,Urban,Fine no high winds,Car,Mission Canyon
BS0008089,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.522221,Daylight,None,0.057797,2,3,Metropolitan Police,Dry,Single carriageway,30,0.538194444,Urban,Fine no high winds,Car,Hamilton City
BS0008090,2024,Give way or uncontrolled,Mini-roundabout,Slight,51.529162,Darkness - lights lit,None,0.004908,1,2,Metropolitan Police,Wet or damp,Roundabout,30,0.729166667,Urban,Raining no high winds,Car,Brooklet
BS0008091,2024,Auto traffic signal,Crossroads,Slight,51.516902,Darkness - lights lit,None,0.032765,1,2,Metropolitan Police,Wet or damp,Dual carriageway,40,0.70625,Urban,Raining no high winds,Motorcycle over 500cc,Privateer
BS0008092,2024,Give way or uncontrolled,Crossroads,Serious,51.53534,Darkness - lights lit,None,0.022195,3,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.270833333,Urban,Fine no high winds,Car,Pleasantdale
BS0008093,2024,Give way or uncontrolled,T or staggered junction,Slight,51.519478,Daylight,None,0.024231,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.666666667,Urban,Fine no high winds,Car,Port Barre
BS0008094,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.55471,Darkness - lights lit,None,0.06662,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,0.017361111,Urban,Raining no high winds,Car,Spring Mount
BS0008095,2024,Give way or uncontrolled,T or staggered junction,Slight,51.515733,Daylight,None,0.017146,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.496527778,Urban,Raining no high winds,Car,Salado
BS0008096,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.546713,Daylight,None,0.030199,4,2,Metropolitan Police,Dry,Single carriageway,30,0.45625,Urban,Fine no high winds,Car,Masury
BS0008097,2024,Give way or uncontrolled,T or staggered junction,Serious,51.526128,Darkness - lights lit,None,0.029716,1,1,Metropolitan Police,Dry,Single carriageway,30,0.701388889,Urban,Fine no high winds,Car,New Wilmington
BS0008098,2024,Give way or uncontrolled,T or staggered junction,Slight,51.544084,Daylight,None,0.026188,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.356944444,Urban,Raining no high winds,Car,Anchor Point
BS0008099,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.516859,Daylight,None,0.024835,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.453472222,Urban,Raining no high winds,Car,Flandreau
BS0008100,2024,Give way or uncontrolled,T or staggered junction,Slight,51.537078,Darkness - lights lit,None,0.036115,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.915972222,Urban,Fine no high winds,Car,Icard
BS0008101,2024,Give way or uncontrolled,T or staggered junction,Slight,51.54094,Daylight,None,0.010329,1,2,Metropolitan Police,Dry,Single carriageway,30,0.722222222,Urban,Fine no high winds,Car,Cedar Crest
BS0008102,2024,Auto traffic signal,Roundabout,Slight,51.508699,Daylight,None,0.069869,1,2,Metropolitan Police,Dry,Single carriageway,30,0.458333333,Urban,Fine no high winds,Car,Ten Mile Run
BS0008103,2024,Auto traffic signal,Crossroads,Slight,51.546883,Darkness - lights lit,None,0.030784,2,3,Metropolitan Police,Dry,Single carriageway,30,0.915277778,Urban,Fine no high winds,Car,Thayer
BS0008104,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.548417,Daylight,None,0.040805,1,2,Metropolitan Police,Dry,Single carriageway,30,0.822916667,Urban,Fine no high winds,Car,Hanapepe
BS0008105,2024,Give way or uncontrolled,T or staggered junction,Slight,51.528835,Darkness - lights lit,None,0.044686,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.965277778,Urban,Raining no high winds,Van - Goods 3.5 tonnes mgw or under,Maunawili
BS0008106,2024,Data missing or out of range,Not at junction or within 20 metres,Serious,51.515434,Darkness - lights lit,None,0.008341,1,2,Metropolitan Police,Dry,Dual carriageway,40,0.743055556,Urban,Fine no high winds,Car,Sand Hill
BS0008107,2024,Data missing or out of range,Not at junction or within 20 metres,Serious,51.551392,Darkness - lights lit,None,0.045554,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.090277778,Urban,Fine no high winds,Car,Estill
BS0008108,2024,Give way or uncontrolled,T or staggered junction,Slight,51.545884,Daylight,None,0.031316,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.378472222,Urban,Raining no high winds,Car,Hinckley
BS0008109,2024,Give way or uncontrolled,T or staggered junction,Slight,51.541,Darkness - lights lit,None,0.001535,1,2,Metropolitan Police,Dry,Single carriageway,30,0.831944444,Urban,Fine no high winds,Car,North Conway
BS0008110,2024,Auto traffic signal,Crossroads,Slight,51.525866,Darkness - lights lit,None,0.029272,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.754861111,Urban,Fine no high winds,Car,Lake Katrine
BS0008111,2024,Give way or uncontrolled,T or staggered junction,Slight,51.516833,Darkness - lights lit,None,0.010709,1,2,Metropolitan Police,Dry,Single carriageway,30,0.732638889,Urban,Fine no high winds,Car,Shiner
BS0008112,2024,Give way or uncontrolled,Crossroads,Slight,51.52711,Daylight,None,0.045618,1,2,Metropolitan Police,Dry,Single carriageway,30,0.709722222,Urban,Fine no high winds,Car,Crooksville
BS0008113,2024,Give way or uncontrolled,T or staggered junction,Slight,51.521133,Daylight,None,0.058324,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.469444444,Urban,Raining + high winds,Motorcycle over 500cc,Bowdon
BS0008114,2024,Auto traffic signal,T or staggered junction,Slight,51.518046,Daylight,None,0.013357,1,2,Metropolitan Police,Dry,Single carriageway,30,0.552083333,Urban,Fine no high winds,Car,Trucksville
BS0008115,2024,Auto traffic signal,T or staggered junction,Slight,51.517057,Daylight,None,0.034213,1,2,Metropolitan Police,Dry,Single carriageway,30,0.468055556,Urban,Fine + high winds,Car,Whidbey Island Station
BS0008116,2024,Give way or uncontrolled,T or staggered junction,Slight,51.531765,Darkness - lights lit,None,0.046836,1,3,Metropolitan Police,Wet or damp,Single carriageway,30,0.881944444,Urban,Raining no high winds,Car,Piru
BS0008117,2024,Give way or uncontrolled,T or staggered junction,Slight,51.544106,Darkness - lights lit,None,0.014507,4,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.697916667,Urban,Other,Car,Bedford Hills
BS0008118,2024,Give way or uncontrolled,T or staggered junction,Slight,51.533376,Daylight,None,0.057579,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.40625,Urban,Other,Car,Boutte
BS0008119,2024,Auto traffic signal,Crossroads,Slight,51.525866,Daylight,None,0.029272,1,1,Metropolitan Police,Dry,Single carriageway,30,0.411805556,Urban,Fine no high winds,Car,Terrace Park
BS0008120,2024,Give way or uncontrolled,T or staggered junction,Slight,51.533658,Darkness - lights lit,None,0.025869,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.951388889,Urban,Raining no high winds,Car,North Beach Haven
BS0008121,2024,Give way or uncontrolled,T or staggered junction,Slight,51.54831,Daylight,None,0.005317,1,1,Metropolitan Police,Dry,Single carriageway,30,0.621527778,Urban,Fine no high winds,Car,Haynesville
BS0008122,2024,Give way or uncontrolled,T or staggered junction,Slight,51.536771,Daylight,None,0.027882,2,2,Metropolitan Police,Dry,Single carriageway,30,0.611111111,Urban,Fine + high winds,Car,Bluewell
BS0008123,2024,Auto traffic signal,More than 4 arms (not roundabout),Slight,51.530129,Darkness - lights lit,None,0.037535,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.760416667,Urban,Fine no high winds,Motorcycle over 500cc,Lake Village
BS0008124,2024,Give way or uncontrolled,T or staggered junction,Slight,51.533134,Darkness - lights lit,None,0.055982,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.791666667,Urban,Raining no high winds,Car,New Miami
BS0008125,2024,Give way or uncontrolled,T or staggered junction,Slight,51.52073,Daylight,None,0.019385,1,1,Metropolitan Police,Dry,Single carriageway,30,0.534722222,Urban,Fine no high winds,Car,Inez
BS0008126,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.550938,Darkness - lights lit,None,0.045822,2,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.25,Urban,Raining no high winds,Car,Jaguas
BS0008127,2024,Give way or uncontrolled,T or staggered junction,Slight,51.539335,Darkness - lights lit,None,0.05107,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.018055556,Urban,Raining no high winds,Car,Howey-in-the-Hills
BS0008128,2024,Give way or uncontrolled,T or staggered junction,Slight,51.537671,Darkness - lights lit,None,0.048543,1,1,Metropolitan Police,Dry,Single carriageway,30,0.708333333,Urban,Fine no high winds,Car,White Castle
BS0008129,2024,Give way or uncontrolled,Crossroads,Slight,51.54259,Darkness - lights lit,None,0.050062,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.711805556,Urban,Fine no high winds,Car,New Glarus
BS0008130,2024,Auto traffic signal,More than 4 arms (not roundabout),Slight,51.530124,Darkness - lights lit,None,0.037824,4,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.808333333,Urban,Fine no high winds,Motorcycle 125cc and under,English Creek
BS0008131,2024,Give way or uncontrolled,T or staggered junction,Slight,51.52593,Darkness - lights lit,None,0.056522,2,2,Metropolitan Police,Dry,Single carriageway,30,0.677083333,Urban,Fine no high winds,Car,Glasco
BS0008132,2024,Auto traffic signal,Roundabout,Slight,51.536336,Daylight,None,0.068239,2,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.555555556,Urban,Raining no high winds,Motorcycle 125cc and under,Mountain City
BS0008133,2024,Give way or uncontrolled,T or staggered junction,Slight,51.542639,Daylight,None,0.036941,2,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.527777778,Urban,Fine no high winds,Car,Malone
BS0008134,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.523389,Darkness - lights lit,None,0.068085,1,2,Metropolitan Police,Wet or damp,Dual carriageway,40,0.239583333,Urban,Raining no high winds,Car,Bethlehem Village
BS0008135,2024,Auto traffic signal,T or staggered junction,Serious,51.532843,Daylight,None,0.052075,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.583333333,Urban,Fine no high winds,Car,Pojoaque
BS0008136,2024,Give way or uncontrolled,T or staggered junction,Slight,51.532741,Daylight,None,0.063029,1,1,Metropolitan Police,Dry,Single carriageway,30,0.409722222,Urban,Fine no high winds,Car,Fort Plain
BS0008137,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.509893,Daylight,None,0.032453,1,1,Metropolitan Police,Dry,Single carriageway,30,0.322916667,Urban,Fine no high winds,Car,Hoopa
BS0008138,2024,Give way or uncontrolled,T or staggered junction,Slight,51.515659,Darkness - lights lit,None,0.031845,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.704861111,Urban,Raining no high winds,Car,Messiah College
BS0008139,2024,Auto traffic signal,Crossroads,Serious,51.534918,Darkness - lights lit,None,-0.005652,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.767361111,Urban,Raining no high winds,Car,Stonewood
BS0008140,2024,Give way or uncontrolled,T or staggered junction,Slight,51.530787,Darkness - lights lit,None,0.020263,2,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.701388889,Urban,Raining no high winds,Car,Jemez Pueblo
BS0008141,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.517112,Darkness - lights lit,None,0.031045,1,1,Metropolitan Police,Dry,Dual carriageway,30,0.795138889,Urban,Fine no high winds,Car,Guilford Center
BS0008142,2024,Give way or uncontrolled,T or staggered junction,Slight,51.540241,Darkness - lights lit,None,-0.001382,1,2,Metropolitan Police,Wet or damp,One way street,30,0.704861111,Urban,Raining no high winds,Car,Trowbridge Park
BS0008143,2024,Give way or uncontrolled,T or staggered junction,Slight,51.552012,Darkness - lights lit,None,0.025387,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.725694444,Urban,Raining no high winds,Car,Rio Verde
BS0008144,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.525868,Darkness - lights lit,None,0.075405,1,4,Metropolitan Police,Wet or damp,Dual carriageway,40,0.274305556,Urban,Fine no high winds,Car,Mangonia Park
BS0008145,2024,Give way or uncontrolled,Mini-roundabout,Slight,51.52431,Daylight,None,0.004695,1,2,Metropolitan Police,Dry,Single carriageway,30,0.625,Urban,Fine no high winds,Motorcycle over 500cc,Ault
BS0008146,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.516949,Darkness - lights lit,None,0.024839,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.305555556,Urban,Fine no high winds,Car,Marceline
BS0008147,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.523167,Darkness - lights lit,None,0.039675,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.666666667,Urban,Fine no high winds,Motorcycle over 500cc,Jasonville
BS0008148,2024,Give way or uncontrolled,T or staggered junction,Slight,51.540787,Daylight,None,0.055461,1,2,Metropolitan Police,Dry,Single carriageway,30,0.548611111,Urban,Fine no high winds,Car,Eureka Springs
BS0008149,2024,Give way or uncontrolled,T or staggered junction,Serious,51.548008,Daylight,None,0.038478,1,1,Metropolitan Police,Dry,Single carriageway,30,0.449305556,Urban,Fine no high winds,Van - Goods 3.5 tonnes mgw or under,Bluff City
BS0008150,2024,Give way or uncontrolled,Roundabout,Slight,51.50799,Darkness - lights lit,Other object on road,0.06926,1,2,Metropolitan Police,Dry,Dual carriageway,30,0.063194444,Urban,Fine no high winds,Car,Brownville
BS0008151,2024,Auto traffic signal,T or staggered junction,Slight,51.535098,Darkness - lights lit,None,-0.005645,1,2,Metropolitan Police,Dry,Dual carriageway,30,0.756944444,Urban,Fine no high winds,Car,Lake Mack-Forest Hills
BS0008152,2024,Give way or uncontrolled,T or staggered junction,Slight,51.546662,Daylight,None,0.048659,1,1,Metropolitan Police,Dry,Single carriageway,30,0.395833333,Urban,Fine no high winds,Car,Mullens
BS0008153,2024,Give way or uncontrolled,T or staggered junction,Slight,51.554994,Daylight,None,0.060718,1,3,Metropolitan Police,Dry,Single carriageway,30,0.645833333,Urban,Fine no high winds,Car,Walla Walla East
BS0008154,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.546773,Daylight,None,0.037125,1,2,Metropolitan Police,Dry,Single carriageway,30,0.454861111,Urban,Fine no high winds,Car,Gladeville
BS0008155,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.534998,Daylight,None,0.047126,1,3,Metropolitan Police,Dry,Single carriageway,30,0.475,Urban,Fine no high winds,Car,McCleary
BS0008156,2024,Give way or uncontrolled,T or staggered junction,Slight,51.523455,Daylight,None,0.07962,1,1,Metropolitan Police,Dry,Single carriageway,30,0.649305556,Urban,Fine no high winds,Car,Kouts
BS0008157,2024,Give way or uncontrolled,T or staggered junction,Slight,51.543002,Daylight,None,0.010709,2,1,Metropolitan Police,Dry,Single carriageway,30,0.625,Urban,Fine no high winds,Car,Pendergrass
BS0008158,2024,Give way or uncontrolled,Crossroads,Slight,51.500092,Darkness - lights lit,None,0.063283,1,1,Metropolitan Police,Dry,Single carriageway,30,0.020833333,Urban,Fine no high winds,Car,Edisto
BS0008159,2024,Give way or uncontrolled,Private drive or entrance,Slight,51.502374,Daylight,None,0.040764,1,2,Metropolitan Police,Dry,Single carriageway,30,0.395833333,Urban,Fine no high winds,Car,Cross City
BS0008160,2024,Give way or uncontrolled,T or staggered junction,Slight,51.533736,Darkness - lights lit,None,0.026594,1,2,Metropolitan Police,Dry,Single carriageway,30,0.739583333,Urban,Fine no high winds,Car,Plainfield Village
BS0008161,2024,Give way or uncontrolled,T or staggered junction,Slight,51.538331,Darkness - lights lit,None,0.005167,2,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.005555556,Urban,Snowing no high winds,Car,Monte Alto
BS0008162,2024,Give way or uncontrolled,T or staggered junction,Slight,51.533772,Darkness - lights lit,None,0.060625,1,2,Metropolitan Police,Dry,Single carriageway,30,0.680555556,Urban,Fine no high winds,Car,Vale
BS0008163,2024,Auto traffic signal,T or staggered junction,Slight,51.541509,Darkness - lights lit,None,-0.001903,2,1,Metropolitan Police,Dry,Single carriageway,30,0.708333333,Urban,Fine no high winds,Minibus (8 - 16 passenger seats),Biscoe
BS0008164,2024,Auto traffic signal,T or staggered junction,Serious,51.541772,Darkness - lights lit,None,0.003732,1,1,Metropolitan Police,Dry,Single carriageway,30,0.8125,Urban,Fine no high winds,Van - Goods 3.5 tonnes mgw or under,Electra
BS0008165,2024,Give way or uncontrolled,T or staggered junction,Slight,51.524208,Darkness - lights lit,None,0.026315,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.791666667,Urban,Raining no high winds,Car,Eastport
BS0008166,2024,Give way or uncontrolled,T or staggered junction,Slight,51.551819,Daylight,None,0.046871,1,1,Metropolitan Police,Dry,Single carriageway,30,0.565972222,Urban,Fine no high winds,Motorcycle over 500cc,Hollandale
BS0008167,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.55189,Darkness - lights lit,None,0.063319,1,1,Metropolitan Police,Frost or ice,Single carriageway,30,0.144444444,Urban,Fine no high winds,Car,Rivanna
BS0008168,2024,Give way or uncontrolled,T or staggered junction,Slight,51.537737,Daylight,None,-0.002212,1,5,Metropolitan Police,Dry,Dual carriageway,50,0.680555556,Urban,Fine no high winds,Car,Casey
BS0008169,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.530079,Darkness - lights lit,None,0.055844,3,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.784722222,Urban,Snowing no high winds,Goods 7.5 tonnes mgw and over,Shadeland
BS0008170,2024,Auto traffic signal,Crossroads,Slight,51.522417,Daylight,None,0.072221,2,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.627777778,Urban,Raining no high winds,Car,Copper Canyon
BS0008171,2024,Give way or uncontrolled,T or staggered junction,Slight,51.531678,Daylight,None,0.046688,1,1,Metropolitan Police,Dry,Single carriageway,30,0.642361111,Urban,Fine no high winds,Motorcycle 50cc and under,Biggs
BS0008172,2024,Give way or uncontrolled,T or staggered junction,Slight,51.526475,Daylight,None,0.056258,1,2,Metropolitan Police,Dry,Single carriageway,30,0.65625,Urban,Fine no high winds,Motorcycle over 500cc,Coaling
BS0008173,2024,Give way or uncontrolled,T or staggered junction,Slight,51.50972,Darkness - lights lit,None,0.021637,1,2,Metropolitan Police,Frost or ice,Single carriageway,30,0.713194444,Urban,Fine no high winds,Car,Saugerties South
BS0008174,2024,Give way or uncontrolled,T or staggered junction,Slight,51.539677,Darkness - lights lit,None,3.50E-05,1,2,Metropolitan Police,Dry,Single carriageway,30,0.833333333,Urban,Fine no high winds,Car,Manatee Road
BS0008175,2024,Give way or uncontrolled,Roundabout,Slight,51.508772,Darkness - lights lit,None,0.040041,2,2,Metropolitan Police,Frost or ice,Roundabout,30,0.75,Urban,Snowing no high winds,Motorcycle over 500cc,Watts Mills
BS0008176,2024,Give way or uncontrolled,Roundabout,Slight,51.546493,Daylight,None,0.006391,1,2,Metropolitan Police,Dry,Roundabout,30,0.5,Urban,Fine no high winds,Van - Goods 3.5 tonnes mgw or under,Alpha
BS0008177,2024,Auto traffic signal,T or staggered junction,Serious,51.520628,Darkness - lights lit,None,0.004389,1,2,Metropolitan Police,Dry,Single carriageway,30,0.770833333,Urban,Fine no high winds,Car,Carbon Cliff
BS0008178,2024,Auto traffic signal,Roundabout,Slight,51.525117,Darkness - lights lit,None,0.072055,1,2,Metropolitan Police,Dry,Slip road,30,0.666666667,Urban,Fine no high winds,Car,Wenonah
BS0008179,2024,Give way or uncontrolled,T or staggered junction,Slight,51.553121,Daylight,None,0.054719,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.50625,Urban,Fine no high winds,Van - Goods 3.5 tonnes mgw or under,Hull
BS0008180,2024,Give way or uncontrolled,Slip road,Slight,51.516181,Daylight,None,0.011977,1,2,Metropolitan Police,Wet or damp,Slip road,30,0.552083333,Urban,Fine no high winds,Car,Fairfield Bay
BS0008181,2024,Give way or uncontrolled,T or staggered junction,Slight,51.532573,Darkness - lights lit,None,0.052063,1,1,Metropolitan Police,Dry,Single carriageway,30,0.886111111,Urban,Fine no high winds,Car,Surgoinsville
BS0008182,2024,Auto traffic signal,T or staggered junction,Slight,51.534918,Darkness - lights lit,None,-0.005652,2,2,Metropolitan Police,Frost or ice,Single carriageway,30,0.788888889,Urban,Fine no high winds,Motorcycle over 500cc,Boronda
BS0008183,2024,Give way or uncontrolled,T or staggered junction,Slight,51.520628,Daylight,None,0.004389,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.53125,Urban,Fine no high winds,Car,Volga
BS0008184,2024,Give way or uncontrolled,T or staggered junction,Slight,51.54621,Darkness - lights lit,None,0.048783,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.774305556,Urban,Fine no high winds,Car,Brooks
BS0008185,2024,Give way or uncontrolled,T or staggered junction,Slight,51.550688,Darkness - lights lit,None,0.060091,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.822916667,Urban,Raining no high winds,Car,Blackwater
BS0008186,2024,Give way or uncontrolled,Roundabout,Slight,51.508774,Daylight,None,0.070737,2,3,Metropolitan Police,Wet or damp,Dual carriageway,30,0.524305556,Urban,Fine no high winds,Motorcycle over 500cc,Homerville
BS0008187,2024,Give way or uncontrolled,T or staggered junction,Slight,51.537618,Darkness - lights lit,None,0.051569,1,1,Metropolitan Police,Dry,Single carriageway,30,0.811805556,Urban,Fine no high winds,Van - Goods 3.5 tonnes mgw or under,Olivia
BS0008188,2024,Give way or uncontrolled,Crossroads,Serious,51.549459,Daylight,None,0.063497,1,2,Metropolitan Police,Wet or damp,Single carriageway,20,0.53125,Urban,Raining no high winds,Car,Weyers Cave
BS0008189,2024,Give way or uncontrolled,Crossroads,Slight,51.525996,Darkness - lights lit,None,0.052777,1,4,Metropolitan Police,Wet or damp,Single carriageway,30,0.833333333,Urban,Other,Car,Regency at Monroe
BS0008190,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.521424,Darkness - lighting unknown,None,0.020858,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.958333333,Urban,Raining + high winds,Motorcycle 50cc and under,Lake Summerset
BS0008191,2024,Give way or uncontrolled,T or staggered junction,Slight,51.538529,Darkness - lights lit,None,-0.001168,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,0.998611111,Urban,Fine no high winds,Van - Goods 3.5 tonnes mgw or under,Santo Domingo
BS0008192,2024,Give way or uncontrolled,T or staggered junction,Slight,51.548466,Darkness - lights lit,None,0.048307,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.741666667,Urban,Fine no high winds,Car,St. Paris
BS0008193,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.525766,Darkness - lighting unknown,None,0.05565,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.9,Urban,Raining no high winds,Car,Marcus Hook
BS0008194,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.517201,Daylight,None,0.020671,1,2,Metropolitan Police,Dry,Dual carriageway,50,0.484027778,Urban,Fine no high winds,Car,Pequot Lakes
BS0008195,2024,Auto traffic signal,Roundabout,Slight,51.514988,Darkness - lights lit,None,0.008177,1,2,Metropolitan Police,Snow,Dual carriageway,30,0.743055556,Urban,Snowing no high winds,Car,Marked Tree
